0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,4,0,0,0,0,0,5,1,1,1,1,1,1,1,1,12
0,0,0,0,0,0,0,0,0,9,16,16,16,16,16,11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
13,1,1,1,1,4,0,0,0,2,0,0,0,0,0,2,0,0,0,5,1,1,1,1,12
0,0,0,0,0,9,16,16,16,11,0,0,0,0,0,9,16,16,16,11,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0
0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0
0,0,0,0,0,9,16,16,16,11,0,0,0,0,0,9,16,16,16,11,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,6,1,1,1,1,1,7,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
