0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0,0,8,10,10,10,10,10,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
8,8,8,8,8,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,8,8,8,8,8
0,0,0,0,0,8,10,10,10,8,0,0,0,0,0,8,10,10,10,8,0,0,0,0,0
0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,18,18,18,16,0,0,0,0,0,16,18,18,18,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,16,16,16,16,16,16,16,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
